down,quarter,yardsToGo,yardlineNumber,defendersInTheBox,numberOfPassRushers,HomeScoreBeforePlay,HomeScoreAfterPlay,VisitorScoreBeforePlay,VisitorScoreAfterPlay,PassLength,YardsAfterCatch,PlayResult,firstDown_Conversion
4,4,3,3,6,3,6,6,13,20,2,1,3,0
4,4,2,2,3,5,20,27,27,27,1,1,2,0
4,4,1,7,4,5,31,31,6,13,6,1,7,1
4,2,3,11,6,4,17,17,3,3,-1,0,-1,0
4,2,2,22,7,4,20,20,14,14,1,2,3,1
4,4,4,5,6,5,31,31,31,31,3,2,5,1
4,4,2,2,6,3,23,23,0,7,2,0,2,0
4,4,1,23,7,2,10,10,28,28,10,4,14,1
4,4,1,30,6,3,28,28,0,0,0,0,0,0
4,1,4,7,4,4,6,6,13,13,2,1,3,0
4,2,7,17,8,4,10,10,13,13,8,4,12,1
4,1,4,16,5,2,13,13,7,7,7,1,8,1
4,2,4,14,8,5,6,6,24,24,5,4,9,1
4,3,7,12,7,4,17,17,14,14,0,0,0,0
4,2,2,16,6,4,24,24,20,20,15,0,15,1
4,4,6,4,5,4,34,34,17,17,2,0,2,0
4,1,4,15,5,3,3,3,0,0,4,1,5,1
4,4,6,38,3,5,31,31,31,31,1,15,16,1
4,3,4,3,6,4,6,13,21,21,1,2,3,0
4,4,2,5,6,3,17,24,20,20,5,0,5,1
4,3,2,26,7,5,13,13,24,24,1,4,5,1
4,4,2,1,6,3,20,20,7,14,1,0,1,0
4,3,12,4,3,2,34,34,0,0,3,7,10,0
4,4,2,23,4,6,6,6,40,40,5,1,6,1
4,4,1,31,5,2,13,13,20,20,2,0,2,1
4,2,2,11,6,4,7,7,24,24,1,1,2,0
4,2,13,9,5,3,17,17,21,21,1,3,4,0
4,3,2,4,8,5,31,31,0,0,0,0,0,0
4,1,10,19,5,5,7,7,0,0,3,3,6,0
4,3,1,3,6,4,10,17,14,14,1,2,3,1
4,1,4,2,8,6,10,17,0,0,2,0,2,0
4,2,3,3,6,5,14,14,21,28,2,1,3,0
4,2,4,24,6,6,0,0,23,23,2,1,3,0
4,2,1,36,5,2,7,7,3,3,6,2,8,1
4,3,1,9,8,2,13,13,34,34,6,1,7,1
4,1,3,2,4,3,6,13,6,6,1,1,2,0
4,1,2,8,6,4,6,6,14,14,1,3,4,1
4,2,1,3,6,4,7,14,3,3,1,2,3,1
4,4,1,6,6,5,34,34,6,6,0,0,0,0
4,2,4,3,6,3,10,10,21,21,-1,0,-1,0
4,2,1,15,6,4,0,0,21,21,3,1,4,1
4,1,6,16,6,4,10,10,3,3,-1,-1,-2,0
4,1,8,29,7,3,6,6,10,10,0,0,0,0
4,2,4,17,6,4,17,17,21,21,1,5,6,1
4,1,18,14,5,3,3,3,14,14,4,6,10,0
4,2,1,4,7,5,17,17,13,13,2,2,4,1
4,4,2,38,7,3,27,27,10,10,1,1,2,0
4,1,2,17,8,3,0,0,14,14,5,3,8,1
4,1,1,6,6,5,7,7,13,13,5,0,5,1
4,2,6,5,6,6,10,10,10,10,1,1,2,0
4,1,1,16,6,4,10,10,6,6,1,2,3,1
4,3,2,6,7,4,17,17,24,24,3,0,3,1
4,1,2,6,6,3,10,10,0,0,5,1,6,1
4,4,2,4,5,4,37,37,7,7,-1,-4,-5,0
4,1,4,4,7,2,7,7,10,10,2,0,2,0
4,2,1,4,3,4,10,10,3,3,0,0,0,0
4,4,6,8,8,6,17,17,14,14,0,-6,-6,0
4,3,5,4,5,3,7,7,6,13,3,1,4,0
4,2,6,3,7,3,10,10,7,14,1,2,3,0
4,1,3,46,5,2,10,10,6,6,12,0,12,1
4,1,1,2,6,4,0,7,7,7,2,0,2,1
4,2,2,2,3,2,10,17,14,14,2,0,2,0
4,2,1,8,5,4,23,23,17,17,2,4,6,1
4,3,1,34,4,3,31,31,17,17,1,0,1,0
4,3,10,9,4,5,24,24,0,0,0,0,0,0
4,4,2,31,6,3,42,42,37,37,6,3,9,1
4,2,4,5,9,4,10,10,0,0,0,0,0,0
4,4,16,13,4,4,13,13,21,21,3,2,5,0
4,4,3,40,7,3,28,28,24,24,5,2,7,1
4,2,3,4,5,3,21,28,7,7,1,3,4,1
4,2,7,1,9,3,0,7,17,17,1,0,1,0
4,4,5,47,6,3,37,37,28,28,1,1,2,0
4,1,1,5,4,4,13,20,10,10,5,0,5,1
4,1,1,6,7,6,6,6,0,0,1,0,1,0
4,1,7,2,4,3,0,7,10,10,2,0,2,0
4,3,9,9,4,2,21,21,6,6,1,0,1,0
4,4,3,13,4,5,3,3,23,23,3,0,3,0
4,2,3,19,9,4,24,24,17,17,0,-3,-3,0
4,4,8,4,8,3,37,37,14,14,-1,-2,-3,0
4,2,2,21,7,4,24,24,21,21,2,5,7,1
4,4,3,26,7,4,28,28,20,20,1,4,5,1
4,3,3,24,6,4,31,31,0,0,-1,0,-1,0
4,4,2,2,6,3,24,31,14,14,1,1,2,0
4,4,9,8,3,4,10,10,34,34,2,1,3,0
4,3,3,26,6,3,6,6,10,10,1,1,2,0
4,4,3,11,6,4,28,28,0,0,2,2,4,1
4,4,11,39,5,4,3,3,6,6,2,2,4,0
4,1,3,21,6,5,3,3,3,3,0,-1,-1,0
4,4,2,5,7,5,10,17,24,24,3,2,5,1
4,3,1,17,4,5,3,3,31,31,1,2,3,1
4,2,3,7,10,4,13,13,17,17,4,0,4,1
4,1,2,28,5,4,6,6,10,10,1,7,8,1
4,4,1,4,5,4,13,20,13,13,3,1,4,1
4,4,2,8,8,5,40,40,20,20,4,1,5,1
4,2,12,4,7,4,21,21,17,17,5,2,7,0
4,4,1,5,5,4,10,10,42,42,3,0,3,1
4,3,2,1,8,1,27,27,27,34,1,0,1,0
4,4,3,32,6,3,27,27,6,6,6,0,6,1
4,4,2,6,7,3,42,49,13,13,1,5,6,1
4,3,6,2,7,3,27,34,17,17,1,1,2,0
4,3,2,21,3,5,31,31,6,6,0,0,0,0
4,4,4,17,5,4,20,20,0,0,2,9,11,1
4,2,3,48,7,4,17,17,20,20,2,1,3,0
4,1,5,29,6,4,7,7,7,7,1,4,5,0
4,1,1,2,7,5,7,7,6,6,1,0,1,0
4,3,7,5,6,4,17,17,14,14,3,2,5,0
4,2,2,14,7,2,23,23,23,23,3,1,4,1
4,1,3,1,5,5,14,21,6,6,1,0,1,0
4,4,1,15,7,4,7,7,10,10,5,3,8,1
4,4,3,10,5,5,0,0,23,23,2,2,4,1
4,1,2,4,4,4,13,13,0,0,-1,-1,-2,0
4,4,1,29,7,4,6,6,6,6,1,0,1,0
4,4,11,7,6,4,21,21,0,0,9,1,10,0
4,3,4,20,7,4,34,34,0,0,-1,-4,-5,0
4,4,4,27,6,6,24,24,21,21,0,0,0,0
4,4,4,1,7,5,31,31,3,3,0,0,0,0
4,1,1,1,8,5,13,13,3,10,1,0,1,0
4,2,7,8,7,4,3,3,24,24,1,2,3,0
4,4,2,18,6,4,10,10,21,21,5,4,9,1
4,4,1,34,5,4,10,10,28,28,1,5,6,1
4,4,1,7,6,4,31,31,10,10,2,0,2,1
4,1,3,7,6,4,14,14,14,14,2,1,3,0
4,3,1,6,4,4,20,20,3,3,2,2,4,1
4,2,1,2,7,5,23,23,13,13,0,0,0,0
4,2,1,7,3,4,24,24,20,20,0,-5,-5,0
4,2,9,30,7,5,17,17,17,17,13,3,16,1
4,1,2,17,8,4,0,0,6,6,1,3,4,1
4,4,3,17,6,4,24,24,24,24,2,5,7,1
4,1,3,5,4,2,6,6,14,21,2,3,5,1
4,3,5,40,6,5,0,0,24,24,1,3,4,0
4,3,3,1,4,5,21,28,28,28,1,0,1,0
4,3,1,19,8,4,10,10,13,13,2,0,2,1
4,1,2,29,6,4,7,7,7,7,13,3,16,1
4,3,3,18,6,5,24,24,3,3,3,7,10,1
4,1,2,20,5,3,3,3,3,3,-1,-1,-2,0
4,1,3,12,7,4,7,7,3,3,3,0,3,0
4,1,4,13,5,7,3,3,13,13,0,0,0,0
4,2,1,2,8,3,7,7,23,23,2,0,2,1
4,3,3,28,6,4,34,34,20,20,10,3,13,1
4,2,1,10,5,4,14,14,13,13,2,3,5,1
4,4,2,1,7,4,17,17,37,37,1,0,1,0
4,1,10,8,6,6,6,6,7,7,-1,0,-1,0
4,4,10,4,3,4,0,0,24,24,1,6,7,0
4,4,2,11,7,4,24,24,10,10,1,5,6,1
4,2,4,3,7,3,23,23,13,13,1,0,1,0
4,3,1,25,4,3,21,21,27,27,3,2,5,1
4,3,14,8,6,3,21,21,6,6,7,2,9,0
4,1,2,24,8,5,3,3,6,6,1,0,1,0
4,1,1,4,6,5,7,7,14,14,1,1,2,1
4,2,8,11,7,2,10,10,21,21,2,0,2,0
4,4,1,8,7,6,37,37,21,21,0,0,0,0
4,4,4,6,7,4,20,20,31,31,1,1,2,0
4,1,1,2,5,6,13,13,10,17,2,0,2,1
4,3,3,2,8,4,3,3,34,34,-1,0,-1,0
4,4,2,1,5,3,27,27,6,13,1,0,1,0
4,3,4,6,8,4,6,6,14,14,1,1,2,0
4,3,5,7,3,3,3,3,10,10,1,0,1,0
4,3,4,1,6,2,0,0,6,6,1,2,3,0
4,4,1,15,5,3,0,0,17,17,5,2,7,1
4,4,12,34,6,2,3,3,42,42,3,0,3,0
4,4,10,25,7,4,13,13,17,17,3,5,8,0
4,1,2,7,5,4,14,14,13,13,0,-1,-1,0
4,1,7,13,6,4,7,7,13,13,7,5,12,1
4,4,2,2,6,5,10,10,17,17,-1,0,-1,0
4,3,9,5,6,5,6,6,17,17,1,6,7,0
4,4,2,36,10,3,40,40,23,23,4,0,4,1
4,2,8,6,5,3,0,0,13,13,0,0,0,0
4,2,4,3,6,6,20,20,7,14,3,0,3,0
4,4,13,10,4,4,10,10,3,3,8,0,8,0
4,4,3,14,6,3,21,21,17,17,0,-3,-3,0
4,1,2,1,7,4,0,7,3,3,1,0,1,0
4,2,8,3,5,3,10,17,20,20,2,1,3,0
4,3,1,4,6,5,24,24,0,0,1,3,4,1
4,1,2,8,6,5,14,14,14,14,1,1,2,0
4,4,3,3,5,3,42,42,10,17,3,0,3,0
4,2,2,20,8,5,14,14,23,23,2,9,11,1
4,4,1,8,6,3,23,30,42,42,5,3,8,1
4,2,3,20,4,6,6,6,0,0,1,8,9,1
4,3,4,14,5,4,0,0,17,17,6,3,9,1
4,2,3,14,7,5,21,21,17,17,9,3,12,1
4,3,1,7,7,3,0,0,0,0,2,1,3,1
4,3,1,6,6,4,20,27,24,24,1,5,6,1
4,3,7,7,3,4,28,28,31,38,6,1,7,0
4,3,1,60,4,5,28,28,20,20,4,4,8,1
4,3,8,8,5,5,14,14,27,27,1,2,3,0
4,3,3,4,7,3,28,35,6,6,1,3,4,1
4,4,4,49,6,3,37,37,14,14,0,0,0,0
4,4,4,3,4,5,7,14,17,17,2,1,3,0
4,3,5,13,6,3,10,10,27,27,3,8,11,1
4,2,1,11,5,3,14,14,24,24,3,0,3,1
4,3,3,6,6,3,31,38,0,0,4,2,6,1
4,1,5,10,6,4,14,14,6,6,0,0,0,0
4,4,2,5,7,4,0,0,10,10,2,1,3,1
4,3,1,34,6,4,13,13,31,31,0,0,0,0
4,3,2,1,7,5,10,10,23,30,1,0,1,0
4,2,1,9,6,3,7,7,20,20,3,0,3,1
4,2,4,26,7,4,10,10,24,24,9,1,10,1
4,2,3,12,6,2,13,13,13,13,1,0,1,0
4,4,6,27,7,7,28,28,37,37,2,2,4,0
4,3,3,1,6,3,24,31,24,24,1,0,1,0
4,1,3,25,8,3,10,10,6,6,5,2,7,1
4,3,7,4,6,5,27,27,14,14,1,0,1,0
4,3,1,6,4,4,7,14,23,23,1,5,6,1
4,3,6,14,7,4,31,31,28,28,6,3,9,1
4,3,2,5,7,4,17,17,27,34,5,0,5,1
4,2,6,40,6,3,20,20,10,10,3,0,3,0
4,4,2,14,7,2,31,31,21,21,3,1,4,1
4,4,11,30,7,4,10,10,14,14,-1,-2,-3,0
4,1,1,2,6,5,13,20,6,6,1,1,2,1
4,2,7,16,6,4,23,23,23,23,2,4,6,0
4,1,14,3,7,4,6,6,14,14,0,0,0,0
4,4,3,1,8,3,31,38,6,6,1,0,1,0
4,4,1,29,4,3,23,23,37,37,1,2,3,1
4,2,1,16,6,4,7,7,23,23,1,0,1,0
4,1,3,3,5,4,13,13,6,6,3,0,3,0
4,2,1,14,8,4,20,20,7,7,2,0,2,1
4,3,9,1,6,4,23,23,21,21,4,1,5,0
4,1,2,2,3,4,14,14,3,10,1,1,2,0
4,2,3,1,6,7,7,7,6,6,2,0,2,0
4,2,1,14,9,3,10,10,3,3,0,0,0,0
4,3,3,14,4,5,6,6,34,34,9,1,10,1
4,3,3,1,5,4,20,20,10,10,0,-10,-10,0
4,1,5,16,7,5,10,10,14,14,-1,-1,-2,0
4,3,1,8,8,6,3,3,28,28,4,0,4,1
4,3,1,17,5,3,0,0,31,31,4,4,8,1
4,2,4,23,5,6,23,23,21,21,0,0,0,0
4,3,1,25,7,5,31,31,3,3,4,0,4,1
4,3,6,6,6,3,27,27,0,0,0,-1,-1,0
4,2,4,43,5,3,24,24,14,14,8,5,13,1
4,2,6,23,4,3,23,23,24,24,1,0,1,0
4,3,6,10,4,5,0,0,7,7,5,2,7,1
4,4,1,16,8,3,13,13,7,7,2,2,4,1
4,2,1,13,7,2,24,24,0,0,0,-4,-4,0
4,4,1,1,4,5,28,28,3,10,1,0,1,0
4,1,1,9,6,4,13,13,6,6,3,0,3,1
4,2,2,5,7,6,3,3,21,27,1,4,5,1
4,3,1,11,3,4,23,23,0,0,0,0,0,0
4,4,2,21,7,3,27,27,31,31,1,0,1,0
4,2,1,5,7,3,14,21,3,3,5,0,5,1
4,4,5,10,8,4,7,7,31,31,1,3,4,0
4,1,1,6,6,4,13,13,3,3,4,1,5,1
4,4,7,23,7,4,21,21,28,28,3,0,3,0
4,3,2,25,7,6,10,10,0,0,8,1,9,1
4,4,4,46,7,4,37,37,24,24,1,1,2,0
4,1,10,2,6,3,13,13,7,7,6,0,6,0
4,1,8,34,4,5,13,13,6,6,1,1,2,0
4,2,4,17,7,3,13,13,6,6,11,0,11,1
4,2,6,13,8,5,7,7,3,3,6,0,6,0
4,3,1,5,4,3,6,6,20,27,2,3,5,1
4,4,3,21,7,4,40,40,27,27,0,0,0,0
4,1,2,1,6,2,10,10,3,9,1,0,1,0
4,3,12,16,7,4,23,23,23,23,1,6,7,0
4,4,1,6,6,6,7,7,37,44,6,0,6,1
4,2,7,11,5,6,23,23,7,7,7,0,7,0
4,4,2,1,7,3,7,14,7,7,1,0,1,0
4,3,4,2,7,3,24,31,24,24,1,1,2,0
4,3,4,9,7,5,24,24,14,14,1,0,1,0
4,1,1,29,6,2,7,7,7,7,1,0,1,0
4,4,4,20,4,3,21,21,28,28,4,7,11,1
4,4,2,22,7,6,7,7,7,7,0,-2,-2,0
4,3,1,35,6,4,6,6,23,23,3,4,7,1
4,3,1,8,7,5,24,31,14,14,5,3,8,1
4,3,2,24,6,5,31,31,0,0,0,0,0,0
4,4,3,9,9,1,40,40,6,6,4,0,4,1
4,4,2,5,7,5,28,35,14,14,1,4,5,1
4,1,12,6,6,5,13,13,10,10,0,0,0,0
4,4,8,6,5,5,24,31,21,21,6,0,6,0
4,3,1,16,7,4,34,34,13,13,3,1,4,1
4,2,1,4,5,6,21,21,21,21,1,0,1,0
4,4,9,10,5,4,23,23,42,42,2,0,2,0
4,3,4,2,7,3,7,7,14,21,1,1,2,0
4,3,8,2,6,6,14,14,20,20,0,-1,-1,0
4,3,10,14,5,7,31,31,21,21,2,2,4,0
4,4,4,7,7,4,13,13,10,10,0,0,0,0
4,4,5,17,5,4,10,10,23,23,-1,0,-1,0
4,2,13,1,5,2,14,14,6,6,0,0,0,0
4,3,1,8,5,5,3,3,17,17,1,1,2,1
4,2,7,57,6,4,23,23,7,7,4,1,5,0
4,4,1,14,6,4,24,24,3,3,2,0,2,1
4,4,1,17,5,5,6,6,37,37,1,3,4,1
4,3,1,47,4,5,0,0,14,14,3,1,4,1
4,3,6,1,8,5,20,20,7,7,2,2,4,0
4,2,4,7,8,3,23,23,14,14,1,0,1,0
4,3,6,1,6,4,13,13,28,28,-1,0,-1,0
4,4,1,79,7,3,40,40,10,10,1,2,3,1
4,2,1,2,8,6,3,10,7,7,2,0,2,1
4,3,10,11,6,3,3,3,27,27,6,1,7,0
4,4,1,53,5,4,37,37,10,10,-1,-3,-4,0
4,2,13,33,7,5,23,23,10,10,1,7,8,0
4,3,3,6,5,3,13,13,0,7,1,5,6,1
4,1,5,8,5,1,13,13,10,10,0,0,0,0
4,1,3,14,6,3,0,0,3,3,2,3,5,1
4,3,1,17,6,5,10,10,21,21,8,1,9,1
4,1,3,1,8,4,0,0,0,7,1,0,1,0
4,2,4,5,10,4,20,20,21,21,4,0,4,0
4,1,1,2,8,6,14,21,10,10,2,0,2,1
4,1,2,29,4,4,0,0,0,0,2,0,2,0
4,3,7,1,8,3,0,0,28,28,-1,0,-1,0
4,3,3,22,5,6,17,17,21,21,3,0,3,0
4,2,2,2,9,6,6,6,7,14,2,0,2,0
4,1,4,1,5,5,6,6,6,6,1,1,2,0
4,2,1,12,5,4,14,14,24,24,7,4,11,1
4,1,8,9,7,6,3,3,13,13,1,0,1,0
4,4,5,1,5,5,40,40,24,31,1,0,1,0
4,3,2,12,6,2,10,10,17,17,6,5,11,1
4,2,1,13,6,4,7,14,6,6,1,12,13,1
4,4,3,1,5,5,7,14,20,20,1,0,1,0
4,4,3,9,7,5,21,21,17,17,2,1,3,0
4,1,4,17,5,5,7,7,13,13,1,4,5,1
4,4,5,10,3,4,42,42,7,7,-1,0,-1,0
4,3,2,54,6,3,3,3,28,28,-1,-1,-2,0
4,3,4,2,6,3,28,28,27,27,1,0,1,0
4,1,5,20,7,5,7,7,6,6,0,0,0,0
4,4,6,1,4,5,24,24,3,3,4,1,5,0
4,1,2,16,6,4,3,3,0,0,1,0,1,0
4,3,3,10,6,3,24,24,3,3,4,0,4,1
4,1,5,36,8,6,10,10,7,7,0,0,0,0
4,2,8,32,8,3,13,13,20,20,2,6,8,0
4,1,1,20,6,1,7,7,6,6,5,1,6,1
4,2,6,2,5,5,3,3,24,24,1,0,1,0
4,2,3,20,6,3,13,13,10,10,0,0,0,0
4,4,3,26,4,6,3,3,6,6,7,1,8,1
4,3,3,1,7,5,6,13,17,17,1,0,1,0
4,4,7,5,6,2,0,0,3,3,2,0,2,0
4,4,2,5,8,1,42,42,34,34,1,2,3,1
4,2,2,52,5,4,23,23,0,0,1,4,5,1
4,2,1,2,5,4,14,14,21,21,2,0,2,1
4,2,4,27,7,6,21,21,13,13,0,0,0,0
4,2,19,59,5,4,0,0,13,13,0,-6,-6,0
4,1,2,10,6,4,3,3,3,3,0,0,0,0
4,4,1,5,8,3,31,31,27,27,1,2,3,1
4,1,2,5,5,4,14,14,13,20,1,4,5,1
4,4,4,11,6,2,28,28,0,0,-1,-2,-3,0
4,3,6,20,7,4,24,24,3,3,0,0,0,0
4,4,1,6,8,4,20,20,23,23,-1,0,-1,0
4,2,1,3,5,4,13,13,24,31,2,1,3,1
4,3,1,3,7,3,23,23,28,35,3,0,3,1
4,3,5,9,4,4,20,20,28,28,1,5,6,1
4,4,4,28,6,5,27,27,24,24,3,2,5,1
4,3,1,27,8,4,21,21,34,34,0,0,0,0
4,4,3,1,8,4,20,27,23,23,1,0,1,0
4,3,3,4,6,4,20,20,27,27,0,0,0,0
4,4,13,11,7,5,20,20,34,34,5,2,7,0
4,2,11,19,3,5,10,10,7,7,3,9,12,1
4,3,2,8,5,3,17,17,14,14,-1,-4,-5,0
4,2,2,56,5,5,23,23,23,23,2,4,6,1
4,1,2,22,6,2,10,10,14,14,0,0,0,0
4,4,1,18,4,5,13,13,28,28,0,-2,-2,0
4,4,3,13,6,4,40,40,10,10,11,1,12,1
4,3,5,12,6,4,27,27,23,23,1,3,4,0
4,1,1,30,6,4,14,14,14,14,0,0,0,0
4,4,1,13,9,4,42,42,23,23,6,7,13,1
4,2,3,2,7,3,17,17,10,10,1,0,1,0
4,3,2,11,5,5,27,27,31,31,1,0,1,0
4,3,3,86,6,5,10,10,28,28,5,13,18,1
4,4,1,3,8,3,34,41,34,34,1,2,3,1
4,3,9,9,8,5,0,0,0,0,7,1,8,0
4,4,11,11,8,3,6,6,23,23,-1,-3,-4,0
4,2,3,5,4,5,6,6,23,23,1,1,2,0
4,2,6,25,7,5,13,13,13,13,1,2,3,0
4,4,7,1,7,2,42,42,14,14,1,5,6,0
4,2,2,2,5,3,6,13,0,0,2,0,2,0
4,4,2,5,7,5,13,13,7,7,-1,-1,-2,0
4,3,2,6,7,4,0,0,31,38,6,0,6,1
4,1,1,3,7,6,3,3,7,14,1,2,3,1
4,3,5,13,5,4,21,21,24,24,8,0,8,1
4,4,2,2,4,4,21,21,27,34,1,1,2,0
4,3,8,53,6,4,27,27,34,34,12,1,13,1
4,4,3,1,8,4,10,16,6,6,1,0,1,0
4,4,1,4,8,5,13,13,31,38,3,1,4,1
4,4,2,10,9,5,17,17,14,14,4,1,5,1
4,2,4,20,8,4,6,6,14,14,1,2,3,0
4,2,2,1,6,6,7,14,14,14,1,0,1,0
4,1,7,47,5,5,0,0,7,7,1,0,1,0
4,1,2,5,7,4,6,6,3,10,5,0,5,1
4,3,3,28,4,4,14,14,20,20,0,-3,-3,0
4,4,2,3,4,5,7,7,17,24,2,1,3,1
4,2,1,49,6,3,6,6,21,21,4,3,7,1
4,4,3,15,8,3,31,31,24,24,0,0,0,0
4,3,3,7,4,5,27,27,3,3,3,3,6,1
4,3,3,5,6,3,14,14,0,0,0,0,0,0
4,3,2,22,6,3,3,3,21,21,6,3,9,1
4,1,1,5,7,3,6,6,10,10,1,0,1,0
4,1,2,37,4,4,10,10,10,10,0,-1,-1,0
4,2,2,11,7,2,10,10,13,13,5,6,11,1
4,4,1,39,5,4,37,37,21,21,0,-1,-1,0
4,2,1,34,5,2,21,21,23,23,1,1,2,1
4,4,1,7,4,3,6,6,27,27,4,0,4,1
4,4,1,12,8,2,37,37,28,28,2,2,4,1
4,2,1,5,5,5,21,21,7,7,1,0,1,0
4,4,1,4,7,5,7,7,14,14,2,2,4,1
4,1,2,3,9,4,7,14,7,7,2,1,3,1
4,3,1,34,6,5,28,28,28,28,8,5,13,1
4,3,1,4,7,6,10,10,17,17,4,0,4,1
4,1,1,5,7,5,10,10,6,6,0,-3,-3,0
4,3,6,5,6,6,34,34,34,41,5,0,5,0
4,1,3,28,6,5,6,6,3,3,1,6,7,1
4,4,1,31,5,5,14,14,40,40,0,0,0,0
4,1,2,42,9,4,3,3,14,14,9,2,11,1
4,4,2,11,9,6,7,7,21,21,4,7,11,1
4,1,2,2,5,5,13,13,14,14,-1,-2,-3,0
4,3,4,25,5,5,13,13,21,21,1,0,1,0
4,2,2,8,6,5,21,21,13,13,0,0,0,0
4,4,6,13,5,3,13,13,17,17,3,1,4,0
4,2,1,35,6,5,7,7,13,13,4,0,4,1
4,1,3,1,4,5,13,20,14,14,1,0,1,0
4,4,1,8,4,2,20,20,37,37,1,2,3,1
4,1,8,17,9,4,0,0,10,10,0,0,0,0
4,4,4,5,5,6,21,28,6,6,5,0,5,1
4,2,5,21,7,4,24,24,7,7,2,7,9,1
4,1,1,19,3,4,7,7,6,6,8,0,8,1
4,4,1,2,5,5,37,37,37,44,1,1,2,1
4,4,1,12,5,3,34,34,17,17,11,1,12,1
4,3,1,5,7,5,7,7,13,13,5,0,5,1
4,4,3,3,4,3,23,23,3,3,1,1,2,0
4,2,2,19,7,4,21,21,14,14,-1,-2,-3,0
4,2,1,8,5,6,6,6,24,24,2,5,7,1
4,4,4,8,9,3,21,21,10,10,0,-3,-3,0
4,2,2,12,4,6,0,0,0,0,1,0,1,0
4,4,2,49,3,4,3,3,17,17,6,0,6,1
4,2,2,35,5,3,17,17,17,17,2,1,3,1
4,4,1,25,8,5,3,3,23,23,2,8,10,1
4,3,8,4,6,4,21,21,17,24,3,1,4,0
4,4,2,3,8,3,20,20,14,14,1,1,2,0
4,3,4,19,6,3,20,20,34,34,5,2,7,1
4,2,2,26,5,7,10,10,10,10,2,1,3,1
4,2,4,5,9,3,13,13,20,20,5,0,5,1
4,2,1,24,7,4,10,10,23,23,1,2,3,1
4,3,11,2,8,5,21,21,10,10,2,1,3,0
4,2,8,6,9,3,13,13,0,0,3,3,6,0
4,4,1,6,4,1,42,49,24,24,2,4,6,1
4,4,2,11,5,5,34,34,28,28,2,0,2,0
4,4,2,14,6,4,0,0,27,27,6,0,6,1
4,1,10,11,4,4,6,6,3,3,3,0,3,0
4,1,1,29,3,6,13,13,13,13,1,0,1,0
4,2,2,20,6,4,7,7,10,10,0,-2,-2,0
4,1,1,24,7,4,10,10,13,13,2,1,3,1
4,1,7,73,5,5,13,13,13,13,3,7,10,1
4,4,5,1,5,3,40,40,10,10,0,0,0,0
4,4,4,4,7,4,37,37,17,24,1,3,4,0
4,4,2,21,7,1,23,23,17,17,0,0,0,0
4,2,8,6,7,5,23,23,6,13,6,0,6,0
4,4,2,7,8,4,34,34,7,7,1,1,2,0
4,2,1,3,6,6,6,6,14,21,1,2,3,1
4,3,2,12,4,2,0,0,0,0,0,0,0,0
4,3,1,16,6,5,3,3,20,20,15,0,15,1
4,3,7,27,3,3,0,0,34,34,-1,-6,-7,0
4,2,2,8,7,3,20,20,3,3,1,5,6,1
4,4,1,75,3,3,6,6,7,7,1,5,6,1
4,2,7,39,5,3,3,3,10,10,3,4,7,0
4,1,1,23,7,5,7,7,10,10,5,8,13,1
4,3,1,3,6,4,14,14,3,3,1,1,2,1
4,3,2,12,6,3,31,31,0,0,0,0,0,0
4,2,3,13,4,4,14,14,14,14,2,0,2,0
4,1,5,5,7,4,0,0,3,10,3,2,5,0
4,3,1,3,8,4,7,14,0,0,1,2,3,1
4,4,3,10,6,5,40,40,21,28,5,5,10,1
4,3,5,8,6,5,20,20,3,3,3,1,4,0
4,4,3,40,7,3,27,27,3,3,10,0,10,1
4,1,2,3,8,4,13,20,0,0,3,0,3,1
4,3,1,38,6,6,21,21,31,31,5,1,6,1
4,3,3,5,5,4,31,31,34,34,-1,0,-1,0
4,4,3,6,7,5,28,28,23,23,4,2,6,1
4,2,5,17,7,3,21,21,21,21,5,7,12,1
4,1,7,18,8,4,0,0,6,6,5,5,10,1
4,2,3,3,6,5,14,14,7,7,1,0,1,0
4,2,2,5,7,4,21,21,17,17,1,1,2,0
4,3,1,3,5,3,13,20,23,23,1,2,3,1
4,4,1,89,7,2,37,37,0,0,10,1,11,1
4,1,1,12,5,4,7,7,10,10,8,0,8,1
4,2,1,35,6,3,23,23,21,21,1,3,4,1
4,4,2,24,4,3,3,3,6,6,7,4,11,1
4,3,2,5,5,2,3,10,34,34,2,3,5,1
4,3,2,1,6,3,10,10,10,10,1,0,1,0
4,2,4,7,9,4,6,6,20,20,1,5,6,1
4,4,4,6,6,3,20,20,24,24,2,0,2,0
4,2,1,23,8,3,13,13,0,0,9,1,10,1
4,3,3,3,8,5,24,31,23,23,3,0,3,0
4,4,4,4,4,5,24,31,21,21,1,3,4,0
4,2,4,23,7,3,10,10,24,24,1,8,9,1
4,4,1,10,7,2,27,27,37,37,9,1,10,1
4,1,1,7,8,5,0,0,3,3,3,1,4,1
4,3,3,24,5,4,3,3,27,27,4,3,7,1
4,1,3,7,7,3,7,7,3,3,1,3,4,1
4,2,4,13,7,4,17,17,3,3,1,3,4,0
4,2,2,1,5,4,24,24,3,3,1,0,1,0
4,4,6,26,6,3,10,10,34,34,1,0,1,0
4,2,2,37,5,3,13,13,3,3,7,2,9,1
4,1,1,31,7,4,10,10,3,3,1,6,7,1
4,3,2,1,6,5,31,31,31,38,1,0,1,0
4,3,5,36,6,4,14,14,6,6,3,0,3,0
